# OpenSignals Text File Format. Version 1
# {"98:D3:51:FE:86:0C": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:51:FE:86:0C", "device connection": "BTH98:D3:51:FE:86:0C", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-10-14", "time": "15:34:28.693", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "EMGBITREV", "ACCBITREV", "EMGBITREV", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	0	586	611	506	0	0	
1	0	0	0	0	0	560	611	506	0	0	
2	0	0	0	0	1	526	612	506	0	0	
3	0	0	0	0	0	508	611	506	0	0	
4	0	0	0	0	0	500	610	506	0	0	
5	0	0	0	0	0	485	610	506	0	0	
6	0	0	0	0	0	468	610	506	0	0	
7	0	0	0	0	0	476	609	506	0	0	
8	0	0	0	0	0	489	609	506	0	0	
9	0	0	0	0	0	492	609	506	0	0	
10	0	0	0	0	1	492	608	506	0	0	
11	0	0	0	0	0	508	608	506	0	0	
12	0	0	0	0	0	516	607	506	0	0	
13	0	0	0	0	0	508	607	506	0	0	
14	0	0	0	0	0	510	607	506	0	0	
15	0	0	0	0	0	505	607	506	0	0	
0	0	0	0	0	0	509	605	506	0	0	
1	0	0	0	0	0	505	607	506	0	0	
2	0	0	0	0	1	502	606	506	0	0	
3	0	0	0	0	0	525	606	506	0	0	
4	0	0	0	0	0	530	605	506	0	0	
5	0	0	0	0	0	518	606	506	0	0	
6	0	0	0	0	0	505	606	505	0	0	
7	0	0	0	0	0	504	606	505	0	0	
8	0	0	0	0	0	504	606	506	0	0	
9	0	0	0	0	0	500	605	507	0	0	
10	0	0	0	0	1	490	607	506	0	0	
11	0	0	0	0	0	502	606	505	0	0	
12	0	0	0	0	0	521	607	505	0	0	
13	0	0	0	0	0	523	607	506	0	0	
14	0	0	0	0	0	514	608	506	0	0	
15	0	0	0	0	0	508	608	506	0	0	
0	0	0	0	0	0	512	607	506	0	0	
1	0	0	0	0	0	508	609	505	0	0	
2	0	0	0	0	0	509	609	506	0	0	
3	0	0	0	0	0	511	610	506	0	0	
4	0	0	0	0	0	511	609	506	0	0	
5	0	0	0	0	0	511	610	506	0	0	
6	0	0	0	0	0	513	610	505	0	0	
7	0	0	0	0	0	511	611	506	0	0	
8	0	0	0	0	0	510	612	506	0	0	
9	0	0	0	0	0	511	612	506	0	0	
10	0	0	0	0	0	511	612	506	0	0	
11	0	0	0	0	0	512	612	506	0	0	
12	0	0	0	0	0	511	614	505	0	0	
13	0	0	0	0	0	511	612	506	0	0	
14	0	0	0	0	0	511	613	506	0	0	
15	0	0	0	0	0	505	612	505	0	0	
0	0	0	0	0	0	503	614	506	0	0	
1	0	0	0	0	0	507	614	506	0	0	
2	0	0	0	0	0	509	614	506	0	0	
3	0	0	0	0	0	509	614	506	0	0	
4	0	0	0	0	0	512	615	506	0	0	
5	0	0	0	0	0	509	615	506	0	0	
6	0	0	0	0	0	508	615	506	0	0	
7	0	0	0	0	0	508	615	506	0	0	
8	0	0	0	0	0	504	616	506	0	0	
9	0	0	0	0	0	501	615	505	0	0	
10	0	0	0	0	1	511	616	505	0	0	
11	0	0	0	0	0	521	615	506	0	0	
12	0	0	0	0	0	523	615	506	0	0	
13	0	0	0	0	0	512	616	506	0	0	
14	0	0	0	0	0	507	615	506	0	0	
15	0	0	0	0	0	509	615	505	0	0	
0	0	0	0	0	0	518	615	506	0	0	
1	0	0	0	0	0	504	615	506	0	0	
2	0	0	0	0	1	481	617	506	0	0	
3	0	0	0	0	0	486	615	505	0	0	
4	0	0	0	0	0	512	615	506	0	0	
5	0	0	0	0	0	513	616	506	0	0	
6	0	0	0	0	0	529	615	506	0	0	
7	0	0	0	0	0	551	615	506	0	0	
8	0	0	0	0	0	561	613	506	0	0	
9	0	0	0	0	0	547	615	506	0	0	
10	0	0	0	0	1	518	614	506	0	0	
11	0	0	0	0	0	505	615	506	0	0	
12	0	0	0	0	0	499	614	506	0	0	
13	0	0	0	0	0	496	615	506	0	0	
14	0	0	0	0	0	489	613	506	0	0	
15	0	0	0	0	0	487	612	506	0	0	
0	0	0	0	0	0	487	614	506	0	0	
1	0	0	0	0	0	491	612	506	0	0	
2	0	0	0	0	1	504	613	506	0	0	
3	0	0	0	0	0	521	612	506	0	0	
4	0	0	0	0	0	514	611	506	0	0	
5	0	0	0	0	0	505	612	506	0	0	
6	0	0	0	0	0	463	613	506	0	0	
7	0	0	0	0	0	493	611	505	0	0	
8	0	0	0	0	0	480	612	506	0	0	
9	0	0	0	0	0	533	611	507	0	0	
10	0	0	0	0	1	593	608	506	0	0	
11	0	0	0	0	0	583	609	507	0	0	
12	0	0	0	0	0	540	610	506	0	0	
13	0	0	0	0	0	518	610	506	0	0	
14	0	0	0	0	0	513	610	506	0	0	
15	0	0	0	0	0	496	609	506	0	0	
0	0	0	0	0	0	491	609	506	0	0	
1	0	0	0	0	0	493	610	505	0	0	
2	0	0	0	0	1	500	609	506	0	0	
3	0	0	0	0	0	494	609	506	0	0	
4	0	0	0	0	0	467	610	506	0	0	
5	0	0	0	0	0	480	611	506	0	0	
6	0	0	0	0	0	510	609	506	0	0	
7	0	0	0	0	0	526	609	506	0	0	
8	0	0	0	0	0	537	608	506	0	0	
9	0	0	0	0	0	519	608	506	0	0	
10	0	0	0	0	1	524	609	506	0	0	
11	0	0	0	0	0	538	608	505	0	0	
12	0	0	0	0	0	534	608	505	0	0	
13	0	0	0	0	0	514	609	506	0	0	
14	0	0	0	0	0	501	608	506	0	0	
15	0	0	0	0	0	494	608	506	0	0	
0	0	0	0	0	0	483	608	506	0	0	
1	0	0	0	0	0	474	609	505	0	0	
2	0	0	0	0	1	505	609	506	0	0	
3	0	0	0	0	0	526	609	506	0	0	
4	0	0	0	0	0	519	608	506	0	0	
5	0	0	0	0	0	519	608	505	0	0	
6	0	0	0	0	0	518	609	505	0	0	
7	0	0	0	0	0	512	609	506	0	0	
8	0	0	0	0	0	508	609	506	0	0	
9	0	0	0	0	0	507	609	506	0	0	
10	0	0	0	0	1	507	610	506	0	0	
11	0	0	0	0	0	506	610	506	0	0	
12	0	0	0	0	0	508	610	506	0	0	
13	0	0	0	0	0	508	609	506	0	0	
14	0	0	0	0	0	509	608	506	0	0	
15	0	0	0	0	0	508	610	505	0	0	
0	0	0	0	0	0	510	608	506	0	0	
1	0	0	0	0	0	508	609	506	0	0	
2	0	0	0	0	1	508	609	506	0	0	
3	0	0	0	0	0	506	610	506	0	0	
4	0	0	0	0	0	506	610	506	0	0	
5	0	0	0	0	0	509	609	505	0	0	
6	0	0	0	0	0	505	611	506	0	0	
7	0	0	0	0	0	507	610	506	0	0	
8	0	0	0	0	0	506	612	506	0	0	
9	0	0	0	0	0	510	611	506	0	0	
10	0	0	0	0	1	510	612	506	0	0	
11	0	0	0	0	0	514	611	506	0	0	
12	0	0	0	0	0	514	612	506	0	0	
13	0	0	0	0	0	514	611	507	0	0	
14	0	0	0	0	0	514	611	505	0	0	
15	0	0	0	0	0	516	613	506	0	0	
0	0	0	0	0	0	515	612	506	0	0	
1	0	0	0	0	0	510	612	506	0	0	
2	0	0	0	0	1	506	614	506	0	0	
3	0	0	0	0	0	510	613	505	0	0	
4	0	0	0	0	0	506	613	505	0	0	
5	0	0	0	0	0	504	612	505	0	0	
6	0	0	0	0	0	504	613	506	0	0	
7	0	0	0	0	0	510	614	506	0	0	
8	0	0	0	0	0	511	613	505	0	0	
9	0	0	0	0	0	504	614	506	0	0	
10	0	0	0	0	1	508	612	506	0	0	
11	0	0	0	0	0	519	614	506	0	0	
12	0	0	0	0	0	519	615	506	0	0	
13	0	0	0	0	0	514	614	505	0	0	
14	0	0	0	0	0	512	614	505	0	0	
15	0	0	0	0	0	508	614	506	0	0	
0	0	0	0	0	0	502	613	506	0	0	
1	0	0	0	0	0	497	615	506	0	0	
2	0	0	0	0	1	499	615	505	0	0	
3	0	0	0	0	0	505	614	506	0	0	
4	0	0	0	0	0	526	615	506	0	0	
5	0	0	0	0	0	519	613	506	0	0	
6	0	0	0	0	0	516	614	506	0	0	
7	0	0	0	0	0	525	613	505	0	0	
8	0	0	0	0	0	526	613	506	0	0	
9	0	0	0	0	0	515	614	506	0	0	
10	0	0	0	0	1	505	613	506	0	0	
11	0	0	0	0	0	517	612	507	0	0	
12	0	0	0	0	0	530	613	505	0	0	
13	0	0	0	0	0	522	613	506	0	0	
14	0	0	0	0	0	517	613	506	0	0	
15	0	0	0	0	0	512	613	506	0	0	
0	0	0	0	0	0	501	612	506	0	0	
1	0	0	0	0	0	491	612	505	0	0	
2	0	0	0	0	1	503	613	506	0	0	
3	0	0	0	0	0	508	612	506	0	0	
4	0	0	0	0	0	499	612	506	0	0	
5	0	0	0	0	0	487	612	506	0	0	
6	0	0	0	0	0	484	613	505	0	0	
7	0	0	0	0	0	493	611	505	0	0	
8	0	0	0	0	0	476	612	506	0	0	
9	0	0	0	0	0	502	611	506	0	0	
10	0	0	0	0	1	517	611	506	0	0	
11	0	0	0	0	0	493	611	506	0	0	
12	0	0	0	0	0	515	611	506	0	0	
13	0	0	0	0	0	559	610	507	0	0	
14	0	0	0	0	0	569	611	506	0	0	
15	0	0	0	0	0	578	610	507	0	0	
0	0	0	0	0	0	518	609	505	0	0	
1	0	0	0	0	0	479	612	506	0	0	
2	0	0	0	0	1	489	611	506	0	0	
3	0	0	0	0	0	512	610	506	0	0	
4	0	0	0	0	0	515	610	506	0	0	
5	0	0	0	0	0	508	611	505	0	0	
6	0	0	0	0	0	534	609	505	0	0	
7	0	0	0	0	0	514	610	506	0	0	
8	0	0	0	0	0	515	608	506	0	0	
9	0	0	0	0	0	499	610	506	0	0	
10	0	0	0	0	1	496	609	506	0	0	
11	0	0	0	0	0	494	609	506	0	0	
12	0	0	0	0	0	472	609	507	0	0	
13	0	0	0	0	0	503	608	506	0	0	
14	0	0	0	0	0	543	608	506	0	0	
15	0	0	0	0	0	550	608	506	0	0	
0	0	0	0	0	0	533	608	506	0	0	
1	0	0	0	0	0	511	607	506	0	0	
2	0	0	0	0	1	496	608	506	0	0	
3	0	0	0	0	0	490	608	506	0	0	
4	0	0	0	0	0	493	607	506	0	0	
5	0	0	0	0	0	489	607	506	0	0	
6	0	0	0	0	0	486	608	507	0	0	
7	0	0	0	0	0	485	607	506	0	0	
8	0	0	0	0	0	495	606	506	0	0	
9	0	0	0	0	0	529	607	506	0	0	
10	0	0	0	0	1	547	605	506	0	0	
11	0	0	0	0	0	531	608	506	0	0	
12	0	0	0	0	0	522	607	506	0	0	
13	0	0	0	0	0	513	606	506	0	0	
14	0	0	0	0	0	508	608	505	0	0	
15	0	0	0	0	0	496	609	506	0	0	
0	0	0	0	0	0	497	608	506	0	0	
1	0	0	0	0	0	502	608	507	0	0	
2	0	0	0	0	1	508	609	506	0	0	
3	0	0	0	0	0	510	610	505	0	0	
4	0	0	0	0	0	510	609	506	0	0	
5	0	0	0	0	0	511	609	505	0	0	
6	0	0	0	0	0	509	610	506	0	0	
